topic	case	argued	decided	opinion
separation_of_powers	Wiener v. United States	Argued: November 18, 1957	Decided: June 30, 1958	Opinion, Frankfurter
separation_of_powers	Baker v. Carr	Argued: April 19-20, 1961	Decided: March 26, 1962	Opinion, Brennan
separation_of_powers	Wesberry v. Sanders	Argued: November 18-19, 1963	Decided: February 17, 1964	Opinion, Black
separation_of_powers	United States v. Brown	Argued: March 29, 1965	Decided: June 7, 1965	Opinion, Warren
separation_of_powers	South Carolina v. Katzenbach	Argued: January 17-18, 1966	Decided: March 7, 1966	Opinion, Warren
separation_of_powers	383 U.S. 663	NA	NA	NA
separation_of_powers	Powell v. McCormack	Argued: April 21, 1969	Decided: June 16, 1969	Opinion, Warren
separation_of_powers	Furman v. Georgia	Argued: January 17, 1972	Decided: June 29, 1972  [*]	NA
separation_of_powers	Doe v. McMillan	Argued: December 13, 1972	Decided: May 29, 1973	Opinion, White
separation_of_powers	United States v. Nixon	Argued: July 8, 1974	Decided: July 24, 1974  [*]	Opinion, Burger
separation_of_powers	Buckley v. Valeo	Argued: November 10, 1975	Decided: January 30, 1976  [*]	NA
separation_of_powers	433 U.S. 425	NA	NA	NA
separation_of_powers	Bowsher v. Synar	Argued: April 23, 1986	Decided: July 7, 1986  [*]	Opinion, Burger
separation_of_powers	487 U.S. 654	NA	NA	NA
separation_of_powers	Franklin v. Gwinnett County Public Schools	Argued: Dec. 11, 1991	Decided: 	Opinion, White
separation_of_powers	Clinton v. Jones	Argued: January 13, 1997	Decided: May 27, 1997	Opinion, Stevens
sex_discrimination	Muller v. Oregon	Argued: January 15, 1908	Decided: February 24, 1908	Opinion, Brewer
sex_discrimination	West Coast Hotel Co. v. Parrish	Argued: December 16, 17, 1936	Decided: March 29, 1937	Opinion, Hughes
sex_discrimination	Hoyt v. Florida	Argued: October 19, 1961	Decided: November 20, 1961	Opinion, Harlan
sex_discrimination	Reed v. Reed	Argued: October 19, 1971	Decided: November 22, 1971	Opinion, Burger
sex_discrimination	Frontiero v. Richardson	Argued: January 17, 1973	Decided: May 14, 1973	Opinion, Brennan
sex_discrimination	Orr v. Orr	Argued: November 27, 1978	Decided: March 5, 1979	Opinion, Brennan
sex_discrimination	450 U.S. 464	NA	NA	NA
sex_discrimination	477 U.S. 57	NA	NA	NA
sex_discrimination	Johnson v. Transportation Agency	Argued: November 12, 1986	Decided: March 25, 1987	Opinion, Brennan
sex_discrimination	Board of Directors, Rotary International v. Rotary Club of Duarte	Argued: March 30, 1987	Decided: May 4, 1987	Opinion, Powell
sex_discrimination	Price Waterhouse v. Hopkins	Argued: October 31, 1988	Decided: May 1, 1989	Opinion, Brennan
sex_discrimination	499 U.S. 187	NA	NA	NA
sex_discrimination	Franklin v. Gwinnett County Public Schools	Argued: Dec. 11, 1991	Decided: 	Opinion, White
sex_discrimination	Clinton v. Jones	Argued: January 13, 1997	Decided: May 27, 1997	Opinion, Stevens
sex_discrimination	United States v. Morrison	Argued: January 11, 2000	Decided: May 15, 2000	Opinion, Rehnquist
sexuality	Bowers v. Hardwick	Argued: March 31, 1986	Decided: June 30, 1986	Opinion, White
sexuality	Romer v. Evans	Argued: October 10, 1995	Decided: May 20, 1996	Opinion, Kennedy
sexuality	530 U.S. 640	NA	NA	NA
sixth_amendment	Powell v. Alabama	Argued: October 10, 1932	Decided: November 7, 1932	Opinion, Sutherland
sixth_amendment	Johnson v. Zerbst	Argued: April 4, 1938	Decided: May 23, 1938	Opinion, Black
sixth_amendment	Betts v. Brady	Argued: April 13, 14, 1942	Decided: June 1, 1942	Opinion, Roberts
sixth_amendment	Gideon v. Wainwright	Argued: January 15, 1963	Decided: March 18, 1963	Opinion, Black
sixth_amendment	Escobedo v. Illinois	Argued: April 29, 1964	Decided: June 22, 1964	Opinion, Goldberg
sixth_amendment	Pointer v. Texas	Argued: March 15, 1965	Decided: April 5, 1965	Opinion, Black
sixth_amendment	406 U.S. 404	NA	NA	NA
sixth_amendment	Argersinger v. Hamlin	Argued: December 6, 1971	Decided: June 12, 1972	Opinion, Douglas
sixth_amendment	Maryland v. Craig	Argued: April 18, 1990	Decided: 	Opinion, O'Connor
slavery	United States v. Libellants and Claimants of the Schooner Amistad	Argued: 	Decided: 1841	Opinion, Story
slavery	Ableman v. Booth	Argued: 	Decided: 	Opinion, Taney
slavery	Slaughterhouse Cases	Argued: 	Decided: 	Opinion, Miller
slavery	Civil Rights Cases	Argued: 	Decided: October 16th, 1883	Opinion, Bradley
slavery	Plessy v. Ferguson	Argued: April 18, 1896	Decided: May 18, 1896	Opinion, Brown
social_security	Steward Machine Co. v. Collector of Internal Revenue	Argued: April 8, 9, 1937	Decided: May 24, 1937	Opinion, Cardozo
social_security	Helvering v. Davis	Argued: May 5, 1937	Decided: May 24, 1937	Opinion, Cardozo
social_security	Dandridge v. Williams	Argued: December 9, 1969	Decided: April 6, 1970	Opinion, Stewart
social_security	403 U.S. 365	NA	NA	NA
social_security	Mathews v. Eldridge	Argued: October 6, 1975	Decided: February 24, 1976	Opinion, Powell
social_security	Mathews v. Lucas	Argued: January 13, 1976	Decided: June 29, 1976	Opinion, Blackmun
social_security	Califano v. Goldfarb	Argued: October 5, 1976	Decided: March 2, 1977	Opinion, Brennan
social_security	Harris v. McRae	Argued: April 21, 1980	Decided: June 30, 1980	Opinion, Stewart
social_security	Bowen v. Roy	Argued: January 14, 1986	Decided: June 11, 1986	Opinion, Burger
social_security	Hobbie v. Unemployment Appeals Comm'n of Florida	Argued: December 10, 1986	Decided: February 26, 1987	Opinion, Brennan
standing	418 U.S. 208	NA	NA	NA
standing	Taylor v. Louisiana	Argued: October 16, 1974	Decided: January 21, 1975	Opinion, White
standing	Bigelow v. Virginia	Argued: December 18, 1974	Decided: June 16, 1975	Opinion, Blackmun
standing	422 U.S. 490	NA	NA	NA
standing	Virginia State Board of Pharmacy v. Virginia Citizens Consumer Council, Inc.	Argued: November 11, 1975	Decided: May 24, 1976	Opinion, Blackmun
standing	Planned Parenthood of Central Missouri v. Danforth	Argued: March 23, 1976	Decided: July 1, 1976  [*]	Opinion, Blackmun
standing	Craig v. Boren	Argued: October 5, 1976	Decided: December 20, 1976	Opinion, Brennan
standing	Village of Arlington Heights v. Metropolitan	Argued: October 13, 1976	Decided: January 11, 1977	Opinion, Powell
standing	Carey v. Population Services International	Argued: January 10, 1977	Decided: June 9, 1977	Opinion, Brennan
standing	433 U.S. 425	NA	NA	NA
standing	Burch v. Louisiana	Argued: February 22, 1979	Decided: April 17, 1979	Opinion, Rehnquist
standing	453 U.S. 490	NA	NA	NA
standing	Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.	Argued: November 4, 1981	Decided: January 12, 1982	Opinion, Rehnquist
standing	Blum v. Yaretsky	Argued: March 24, 1982	Decided: June 25, 1982	Opinion, Rehnquist
standing	INS v. Chadha	Argued: February 22, 1982	Decided: June 23, 1983  [*]	Opinion, Burger
standing	Waller v. Georgia	Argued: March 27, 1984	Decided: May 21, 1984  [*]	Opinion, Powell
standing	468 U.S. 737	NA	NA	NA
standing	Powers v. Ohio	Argued: Oct. 9, 1990	Decided: April 1, 1991	Opinion, Kennedy
standing	Lujan v. Defenders of Wildlife	Argued: Dec. 3, 1992	Decided: June 12, 1992	Opinion, Scalia
standing	505 U.S. 42	NA	NA	NA
standing	SUTTON v. UNITED AIR LINES, INC.	NA	NA	NA
state_action	Civil Rights Cases	Argued: 	Decided: October 16th, 1883	Opinion, Bradley
state_action	Evans v. Abney	Argued: November 12-13, 1969	Decided: January 26, 1970	Opinion, Black
state_action	407 U.S. 163	NA	NA	NA
state_action	Keyes v. School District No. 1, Denver, Colorado	Argued: October 12, 1972	Decided: June 21, 1973	Opinion, Brennan
state_action	419 U.S. 345	NA	NA	NA
state_action	Lugar v. Edmondson Oil Co., Inc.	Argued: December 8, 1981	Decided: June 25, 1982	Opinion, White
state_action	Blum v. Yaretsky	Argued: March 24, 1982	Decided: June 25, 1982	Opinion, Rehnquist
state_action	Lee v. Weisman	Argued: Nov. 6, 1991	Decided: June 24, 1992	Opinion, Kennedy
state_action	California Democratic Party v. Jones	Argued: April 24, 2000	Decided: June 26, 2000	Opinion, Scalia
states	Georgia v. Brailsford	Argued: February Term, 1794	Decided: 	Opinion, Jay
states	Fletcher v. Peck	Argued: 	Decided: 	Opinion, Marshall
states	Trustees of Dartmouth College v. Woodward	Argued: 	Decided: 	Opinion, Marshall
states	Proprietors of Charles River Bridge v. Proprietors of Warren Bridge	Argued: 	Decided: 	Opinion, Taney
states	Luther v. Borden	Argued: 	Decided: 	Opinion, Taney
states	Kentucky v. Dennison	Argued: 	Decided: 	Opinion, Taney
states	Texas v. White	Argued: 	Decided: 	Opinion, Chase
states	Slaughterhouse Cases	Argued: 	Decided: 	Opinion, Miller
states	Munn v. Illinois	Argued: 	Decided: 	Opinion, Waite
states	169 U.S. 366	NA	NA	NA
states	Stearns v. Minnesota	Argued: October 16, 17, 1900	Decided: December 3, 1900	Opinion, Brewer
states	Lochner v. New York	Argued: February 23, 24, 1905	Decided: April 17, 1905	Opinion, Peckham
states	Muller v. Oregon	Argued: January 15, 1908	Decided: February 24, 1908	Opinion, Brewer
states	Coyle v. Smith	Argued: April 15, 16, 1911	Decided: May 29, 1911	Opinion, Lurton
states	Pacific States Telephone and Telegraph Company v. Oregon	Argued: November 3, 1911	Decided: February 19, 1912	Opinion, White
states	State of Missouri v. Holland	Argued: March 2, 1920	Decided: April 19, 1920	Opinion, Holmes
states	Village of Euclid v. Ambler Realty Co.	Argued: January 27, 1926	Decided: November 22, 1926	Opinion, Sutherland
states	Tyson & Brother v. Banton	Argued: October 6, 7, 1926	Decided: February 28, 1927	Opinion, Sutherland
states	Home Building & Loan Assn. v. Blaisdell	Argued: November 8, 9, 1933	Decided: January 8, 1934	Opinion, Hughes
states	Nebbia v. New York	Argued: December 4, 5, 1933	Decided: March 5, 1934	Opinion, Roberts
states	West Coast Hotel Co. v. Parrish	Argued: December 16, 17, 1936	Decided: March 29, 1937	Opinion, Hughes
states	South Carolina State Highway Department v. Barnwell Brothers, Inc.	Argued: January 4, 1938	Decided: February 14, 1938	Opinion, Stone
states	Erie Railroad Co. v. Tompkins	Argued: January 31, 1938	Decided: April 25, 1938	Opinion, Brandeis
states	Southern Pacific Co. v. Arizona	Argued: March 26, 27, 1945	Decided: June 18, 1945	Opinion, Stone
states	International Shoe v. State of Washington	Argued: November 14, 1945	Decided: December 3, 1945	Opinion, Stone
states	Marsh v. Alabama	Argued: December 6, 1945	Decided: January 7, 1946	Opinion, Black
states	334 U.S. 1	NA	NA	NA
states	Terry v. Adams	Argued: January 16, 1953	Decided: May 4, 1953	Opinion, Black
states	Williams v. Lee	Argued: November 20, 1958	Decided: January 12, 1959	Opinion, Black
states	Bibb v. Navajo Freight Lines, Inc.	Argued: March 30-31, 1959	Decided: May 25, 1959	Opinion, Douglas
states	Shelton v. Tucker	Argued: November 7, 1960	Decided: December 12, 1960  [*]	Opinion, Stewart
states	Monroe v. Pape	Argued: November 8, 1960	Decided: February 20, 1961	Opinion, Douglas
states	Engel v. Vitale	Argued: April 3, 1962	Decided: June 25, 1962	Opinion, Black
states	Sherbert v. Verner	Argued: April 24, 1963	Decided: June 17, 1963	Opinion, Brennan
states	384 U.S. 641	NA	NA	NA
states	Dandridge v. Williams	Argued: December 9, 1969	Decided: April 6, 1970	Opinion, Stewart
states	410 U.S. 113	NA	NA	NA
states	431 U.S. 1	NA	NA	NA
states	Hunt v. Washington State Apple Advertising Commission	Argued: February 22, 1977	Decided: June 20, 1977	Opinion, Burger
states	Hicklin v. Orbeck	Argued: March 21, 1978	Decided: June 22, 1978	Opinion, Brennan
states	City of Philadelphia v. New Jersey	Argued: March 27, 1978	Decided: June 23, 1978	Opinion, Stewart
states	438 U.S. 234	NA	NA	NA
states	Fullilove v. Klutznick	Argued: November 27, 1979	Decided: July 2, 1980	Opinion, Burger
states	United Transportation Union v. Long Island Rail Road Co.	Argued: January 20, 1982	Decided: March 24, 1982	Opinion, Burger
states	Akron v. Akron Center for Reproductive Health, Inc.	Argued: November 30, 1982	Decided: June 15, 1983  [*]	Opinion, Powell
states	Building Trades & Construction Trades Council of Camden County and Vicinity v. Mayor and Council of the City of Camden	Argued: November 28, 1983	Decided: February 21, 1984	Opinion, Rehnquist
states	Garcia v. San Antonio Transit Authority	Argued: March 19, 1984	Decided: February 19, 1985  [*]	Opinion, Blackmun
states	Hobbie v. Unemployment Appeals Comm'n of Florida	Argued: December 10, 1986	Decided: February 26, 1987	Opinion, Brennan
states	Cohen v. Cowles Media Co.	Argued: March 27, 1991	Decided: June 24, 1991	Opinion, White
states	Church of Lukumi Babalu Aye, Inc. v. City of Hialeah	Argued: Nov. 4, 1992	Decided: June 11, 1993	Opinion, Kennedy
states	528 U.S. 141	NA	NA	NA
states	NA	NA	NA	NA
states	NA	NA	NA	NA
sterilization	Buck v. Bell	Argued: April 22, 1927	Decided: May 2, 1927	Opinion, Holmes
sterilization	Skinner v. Oklahoma ex rel. Williamson	Argued: May 6, 1942	Decided: June 1, 1942	Opinion, Douglas
supremacy_clause	McCulloch v. Maryland	Argued: 	Decided: 	Opinion, Marshall
supremacy_clause	Gibbons v. Ogden	Argued: 	Decided: 	Opinion, Marshall
supremacy_clause	Worcester v. Georgia	Argued: 	Decided: 	Opinion, Marshall
supremacy_clause	Ableman v. Booth	Argued: 	Decided: 	Opinion, Taney
supremacy_clause	([level Case Citation:]|[group citemenu:])",RH"]In re Neagle	Argued: March 4, 5, 1890	Decided: April 14, 1890	Opinion, Miller
supremacy_clause	Pennsylvania v. Nelson	Argued: November 15-16, 1955	Decided: April 2, 1956	Opinion, Warren
supremacy_clause	521 U.S. 898	NA	NA	NA
symbolic_speech	Stromberg v. California	Argued: April 15, 1931	Decided: May 18, 1931	Opinion, Hughes
symbolic_speech	Thornhill v. Alabama	Argued: February 29, 1940	Decided: April 22, 1940	Opinion, Murphy
symbolic_speech	391 U.S. 367	NA	NA	NA
symbolic_speech	Tinker v. Des Moines Independent Community School Dist.	Argued: November 12, 1968	Decided: February 24, 1969	Opinion, Fortas
symbolic_speech	Cohen v. California	Argued: February 22, 1971	Decided: June 7, 1971	Opinion, Harlan
symbolic_speech	Clark v. Community for Creative Nonviolence	Argued: March 21, 1984	Decided: June 29, 1984	Opinion, White
symbolic_speech	United States v. Eichman	Argued: May 14, 1990	Decided: June 11, 1990	Opinion, Brennan
symbolic_speech	Barnes v. Glen Theatre, Inc.	Argued: Jan. 8, 1991	Decided: June 21, 1991	Opinion, Rehnquist
takings_clause	419 U.S. 345	NA	NA	NA
takings_clause	431 U.S. 494	NA	NA	NA
takings_clause	Penn Central Transportation Co. v. New York City	Argued: April 17, 1978	Decided: June 26, 1978	Opinion, Brennan
takings_clause	Loretto v. Teleprompter Manhattan CATV Corp.	Argued: March 30, 1982	Decided: June 30, 1982	Opinion, Marshall
takings_clause	Hawaii Housing Authority v. Midkiff	Argued: March 26, 1984	Decided: May 30, 1984  [*]	Opinion, O'Connor
takings_clause	483 U.S. 825	Argued: March 30, 1987	Decided: June 26, 1987	Opinion, Scalia
takings_clause	Lucas v. South Carolina Coastal Council	Argued: March 2, 1992	Decided: June 29, 1992	Opinion, Scalia
takings_clause	Phillips v. Washington Legal Foundation	Argued: January 13, 1998	Decided: June 15, 1998	Opinion, Rehnquist
takings_clause	NA	NA	NA	NA
tax	([level Case Citation:]|[group citemenu:])",RH"]Head Money Cases	Argued: November 19, 20, 1884	Decided: December 8, 1884	Opinion, Miller
tax	Pollock v. Farmers' Loan and Trust Company	Argued: March 7, 8. 11, 12, 13, 1895	Decided: April 8, 1895.	Opinion, Fuller
tax	Pollock v. Farmers' Loan & Trust Company (Rehearing)	Argued: May 6, 7, 8, 1895	Decided: May 20, 1895	Opinion, Fuller
tax	Stearns v. Minnesota	Argued: October 16, 17, 1900	Decided: December 3, 1900	Opinion, Brewer
tax	Walz v. Tax Comm'n of the City of New York	Argued: November 19, 1969	Decided: May 4, 1970	Opinion, Burger
tax	White Mountain Apache Tribe v. Bracker	Argued: January 14, 1980	Decided: June 27, 1980	Opinion, Marshall
tax	468 U.S. 737	NA	NA	NA
tax	470 U.S. 869	NA	NA	NA
tax	504 U.S. 298	NA	NA	NA
tenth_amendment	Calder v. Bull	Argued: August Term, 1798	Decided: 	Opinion, Chase
tenth_amendment	Martin v. Hunter's Lessee	Argued: 	Decided: 	Opinion, Story
tenth_amendment	Gibbons v. Ogden	Argued: 	Decided: 	Opinion, Marshall
tenth_amendment	Northern Securities Co. v. United States	Argued: December 14, 15, 1903	Decided: March 14, 1904	Opinion, Harlan
tenth_amendment	McCray v. United States	Argued: December 2, 1903	Decided: May 31, 1904	Opinion, White
tenth_amendment	Hammer v. Dagenhart	Argued: April 15, 16, 1918	Decided: June 3, 1918	Opinion, Day
tenth_amendment	State of Missouri v. Holland	Argued: March 2, 1920	Decided: April 19, 1920	Opinion, Holmes
tenth_amendment	Bailey v. Drexel Furniture Company	Argued: March 7, 8, 1922	Decided: May 15, 1922	Opinion, Taft
tenth_amendment	A. L. A. Schechter Poultry Corp. v. United States	Argued: May 2, 3, 1935	Decided: May 27, 1935  [*]	Opinion, Hughes
tenth_amendment	United States v. Butler	Argued: December 9, 10, 1935	Decided: January 6, 1936	Opinion, Roberts
tenth_amendment	Ashwander v. Tennessee Valley Authority	Argued: December 19, 20, 1935	Decided: February 17, 1936	Opinion, Hughes
tenth_amendment	Carter v. Carter Coal Co.	Argued: March 11, 12, 1936	Decided: May 18, 1936	Opinion, Sutherland
tenth_amendment	Steward Machine Co. v. Collector of Internal Revenue	Argued: April 8, 9, 1937	Decided: May 24, 1937	Opinion, Cardozo
tenth_amendment	Helvering v. Davis	Argued: May 5, 1937	Decided: May 24, 1937	Opinion, Cardozo
tenth_amendment	United States v. Darby	Argued: December 19, 20, 1940	Decided: February 3, 1941	Opinion, Stone
tenth_amendment	Morgan v. Virginia	Argued: March 27, 1946	Decided: June 3, 1946	Opinion, Reed
